time,service_name,container_id,get_metadata,cold_start,cold_start_pause,load_balancing,cc_throttling,proxying,other
1690622074797905428,/faas.Executor/Execute&0,workload-2746365113935183101,1,155912,50000,57,1,1304,694
1690622074877242355,/faas.Executor/Execute&1,workload-154363466715772758,1,135025,50000,58,1,632,635
1690622074969786699,/faas.Executor/Execute&2,workload-653701166768231278,2,127309,50000,60,1,634,624
1690622075077943152,/faas.Executor/Execute&3,workload-7693715683144337043,2,135575,50000,61,1,643,1107
1690622075118517490,/faas.Executor/Execute&4,workload-2803178919614224126,2,75619,50000,64,1,712,1080
1690622075301465816,/faas.Executor/Execute&5,workload-3459521425839267072,2,156497,50000,58,1,1399,1218
1690622075368434818,/faas.Executor/Execute&6,workload-1396380020867909152,1,125242,50000,57,1,583,572
1690622075460107406,/faas.Executor/Execute&7,workload-8046636198548555842,1,116030,50000,56,1,682,528
1690622075563490016,/faas.Executor/Execute&8,workload-5832480385598127744,2,117253,50000,66,1,579,642
1690622075642515370,/faas.Executor/Execute&9,workload-3277813990083002975,2,98085,50000,58,1,593,476
1690622075752395089,/faas.Executor/Execute&10,workload-4815955241103544798,2,107330,50000,65,1,717,577
1690622075889130931,/faas.Executor/Execute&11,workload-389971882543176592,1,142284,50000,76,1,699,1217
1690622075903409303,/faas.Executor/Execute&12,workload-8648687616616886536,1,57633,50000,55,0,718,174
1690622076076568589,/faas.Executor/Execute&13,workload-5279267501546814361,1,129802,50000,58,1,646,588
1690622076183196714,/faas.Executor/Execute&14,workload-9123589040052352517,2,136022,50000,58,1,544,689
1690622076247506033,/faas.Executor/Execute&15,workload-8644179657094545338,2,100533,50000,82,1,818,263
1690622076411855469,/faas.Executor/Execute&16,workload-7259812342499281434,1,163639,50000,34,0,1406,157
1690622076456480521,/faas.Executor/Execute&17,workload-5907052986644201580,1,108012,50000,82,1,829,611
1690622076568344398,/faas.Executor/Execute&18,workload-4298558678377389635,1,117332,50000,72,1,1892,637
1690622076670489481,/faas.Executor/Execute&19,workload-1621921239793127747,2,121090,50000,112,1,587,726
1690622076787602928,/faas.Executor/Execute&20,workload-220322712430452070,1,137362,50000,102,1,618,921
1690622076828100645,/faas.Executor/Execute&21,workload-4229793964280129985,1,77335,50000,57,1,587,1147
