time,service_name,container_id,success,image_fetch,container_create,container_start,cni,iptables,other
1690704459570469674,/faas.Executor/Execute&295,workload-5367383567590079295,true,1,9063,94254,16178,4061,59
1690704459571423583,/faas.Executor/Execute&665,workload-7418554084053084056,true,1,7995,96338,16101,3721,55
1690704459582380520,/faas.Executor/Execute&602,workload-5054776984293840842,true,0,5451,49981,22078,4094,53
1690704459587175433,/faas.Executor/Execute&238,workload-5361653708380686520,true,1,4459,69257,20333,3902,52
1690704459587312890,/faas.Executor/Execute&5,workload-1770362093507586645,true,1,5616,111327,21298,3994,39
1690704459588004457,/faas.Executor/Execute&215,workload-3222350969643881551,true,1,7864,107460,21696,3227,45
1690704459592670928,/faas.Executor/Execute&292,workload-365669363697951053,true,1,6763,24681,15965,2643,36
1690704459598690526,/faas.Executor/Execute&313,workload-2628052994892766260,true,1,5763,72484,19501,2874,42
1690704459599666857,/faas.Executor/Execute&362,workload-4919280085844168435,true,1,8160,72087,18834,3595,53
1690704459607388999,/faas.Executor/Execute&706,workload-6300647832946223124,true,1,5217,45103,19715,4311,77
1690704459610204860,/faas.Executor/Execute&526,workload-4464928129941422004,true,1,10007,77336,22188,4743,79
1690704459610615800,/faas.Executor/Execute&518,workload-2912878265851094976,true,0,6255,75094,22506,4725,49
1690704459612594771,/faas.Executor/Execute&342,workload-8359178922751166839,true,0,7896,79030,21207,3509,62
1690704459612661476,/faas.Executor/Execute&266,workload-5831913018400686184,true,0,8018,83242,17849,3943,32
1690704459612698025,/faas.Executor/Execute&563,workload-3341148917506063539,true,1,8101,80680,20469,4085,35
1690704459613344858,/faas.Executor/Execute&721,workload-4457183616128873533,true,1,9172,91469,16040,3571,42
1690704459613368001,/faas.Executor/Execute&765,workload-4483590600735922220,true,0,4764,60653,18002,4326,47
1690704459613628881,/faas.Executor/Execute&654,workload-3663108664968837959,true,1,8028,91803,19933,4156,43
1690704459615700335,/faas.Executor/Execute&171,workload-7851187862275161549,true,0,5159,92240,18401,4733,91
1690704459616714206,/faas.Executor/Execute&217,workload-6411131623842644308,true,1,7132,99244,20226,3554,41
1690704459617092395,/faas.Executor/Execute&113,workload-7346037197237371076,true,0,6909,82172,20922,3868,39
1690704459617377680,/faas.Executor/Execute&541,workload-2296233533488241169,true,1,9470,86456,19916,4327,41
1690704459617707549,/faas.Executor/Execute&542,workload-7271182981261866491,true,1,7882,85322,18029,3415,41
1690704459618323223,/faas.Executor/Execute&353,workload-5664046827839645010,true,1,6577,86241,22344,4268,55
1690704459618328343,/faas.Executor/Execute&162,workload-1817030059794839182,true,0,5110,52741,19525,4300,37
1690704459619387870,/faas.Executor/Execute&794,workload-236625376874720862,true,1,6761,44921,17541,2936,62
