time,service_name,container_id,success,image_fetch,container_create,container_start,cni,iptables,other
1690621787549013830,/faas.Executor/Execute&274,workload-1176669284854015839,true,1,7550,97529,39092,7419,60
1690621787609916158,/faas.Executor/Execute&572,workload-9178670355579543753,true,1,9075,54115,22507,5896,45
1690621787663600102,/faas.Executor/Execute&417,workload-4034720352892847340,true,1,8103,114008,22626,4057,40
1690621787663861754,/faas.Executor/Execute&314,workload-4396107846726690321,true,0,8853,109054,21942,4582,47
1690621787672204340,/faas.Executor/Execute&237,workload-5433769501400278840,true,1,12662,116440,21870,4645,51
1690621787672430024,/faas.Executor/Execute&649,workload-3701862799369250153,true,1,11578,120128,19279,4880,39
1690621787675979885,/faas.Executor/Execute&201,workload-4284236926045615116,true,0,10567,122494,21561,3473,37
1690621787704465020,/faas.Executor/Execute&432,workload-6023124311005174100,true,0,10951,129442,38184,7386,57
1690621787707713784,/faas.Executor/Execute&578,workload-2156898627375910868,true,1,10517,134961,41522,4815,133
1690621787707842406,/faas.Executor/Execute&125,workload-8834191930812699909,true,1,10329,136964,37292,6090,180
1690621787707994822,/faas.Executor/Execute&594,workload-2245978268571578431,true,0,11716,129810,42795,5943,197
1690621787710528473,/faas.Executor/Execute&108,workload-3950869163367262587,true,0,11011,133961,40699,7628,78
1690621787774191819,/faas.Executor/Execute&791,workload-2428850909389752124,true,1,6012,104788,156914,4728,79
1690621787804951948,/faas.Executor/Execute&500,workload-4984462878507430269,true,1,7499,83662,204213,7504,57
1690621787814753807,/faas.Executor/Execute&27,workload-1162875999269239952,true,1,14982,61367,217121,4329,61
1690621787821516614,/faas.Executor/Execute&77,workload-8941733780914044425,true,0,16230,56785,223007,7357,87
1690621787836516429,/faas.Executor/Execute&443,workload-1821879017480847099,true,0,10300,73226,228089,4985,58
1690621787844794655,/faas.Executor/Execute&185,workload-4020676574561517939,true,0,8566,79381,164227,3537,57
1690621787851101265,/faas.Executor/Execute&191,workload-9048509824886929397,true,0,10903,66868,251933,3254,57
1690621787952106529,/faas.Executor/Execute&542,workload-5056197234816839979,true,0,10443,81309,335780,5372,77
1690621787986645489,/faas.Executor/Execute&733,workload-3939091863064851411,true,1,7732,116041,350749,10397,76
1690621787987384076,/faas.Executor/Execute&530,workload-469583102325286444,true,0,18667,92960,344542,11681,61
1690621788000733591,/faas.Executor/Execute&78,workload-5222135943202192938,true,1,16013,70210,393396,4874,84
1690621788001693414,/faas.Executor/Execute&79,workload-7476644083135735394,true,0,13656,71293,392081,5704,185
1690621788005438040,/faas.Executor/Execute&239,workload-8233279544724061905,true,0,11137,107375,366071,4137,60
1690621788069432800,/faas.Executor/Execute&347,workload-5561768394716893436,true,0,18857,60658,464229,5796,56
1690621788085241715,/faas.Executor/Execute&564,workload-8771668426621422571,true,1,6309,64095,443595,6445,60
1690621788085257986,/faas.Executor/Execute&294,workload-8878910363045257818,true,1,14963,73335,445969,31538,52
1690621788090845556,/faas.Executor/Execute&495,workload-728719581385072423,true,0,14035,76821,478926,3360,33
1690621788112335817,/faas.Executor/Execute&503,workload-8539491357480184764,true,0,18822,84478,480879,7861,58
1690621788113761616,/faas.Executor/Execute&96,workload-3863047649124494754,true,0,5695,236702,291575,3475,56
1690621788117018526,/faas.Executor/Execute&631,workload-8132300245958196384,true,0,14889,76468,502301,3554,42
1690621788120139560,/faas.Executor/Execute&583,workload-7628523095413033041,true,0,8161,231533,296923,3628,34
1690621788122040903,/faas.Executor/Execute&328,workload-6661745996544255467,true,0,15466,73674,510944,3332,40
1690621788122989275,/faas.Executor/Execute&182,workload-7066906025450236523,true,0,18135,56912,520052,7550,83
1690621788123005695,/faas.Executor/Execute&133,workload-1559808143008447541,true,0,9114,134852,286903,8149,41
1690621788124214246,/faas.Executor/Execute&215,workload-800765102563998758,true,1,14808,89815,496231,6522,50
1690621788143416178,/faas.Executor/Execute&448,workload-1354115088036916350,true,0,15026,76765,528725,3919,81
1690621788155399755,/faas.Executor/Execute&452,workload-3857931169011928393,true,0,5397,235263,347111,4397,51
1690621788158967960,/faas.Executor/Execute&651,workload-6324754923471690063,true,0,8669,226299,334551,4392,218
1690621788158983489,/faas.Executor/Execute&250,workload-755718406615504554,true,0,7908,171051,324690,4434,74
1690621788165851254,/faas.Executor/Execute&609,workload-2208709481990861238,true,0,21333,254019,280360,4268,53
1690621788166426705,/faas.Executor/Execute&396,workload-1625465673706110569,true,0,13932,204434,337354,4433,45
1690621788167159833,/faas.Executor/Execute&44,workload-2438324441440895520,true,0,14927,103153,330270,4914,58
1690621788170565953,/faas.Executor/Execute&560,workload-3161107753453534615,true,1,6016,57901,539203,4498,65
1690621788171883759,/faas.Executor/Execute&663,workload-183184160460930076,true,0,23598,217975,322392,4457,64
1690621788178669941,/faas.Executor/Execute&346,workload-6332843803418443479,true,0,7448,220593,366651,4647,51
1690621788184077282,/faas.Executor/Execute&604,workload-1142190808785276123,true,0,11893,217422,350166,4563,56
1690621788184112397,/faas.Executor/Execute&199,workload-1449969799503027677,true,0,7196,238071,357770,4475,202
1690621788184996328,/faas.Executor/Execute&71,workload-8731180642950205890,true,0,14269,208749,350517,5069,39
1690621788187571818,/faas.Executor/Execute&751,workload-3235172189479223397,true,0,19526,198946,365060,4879,61
1690621788187645937,/faas.Executor/Execute&338,workload-3967330234653862795,true,0,7879,208094,376330,5226,51
1690621788188130578,/faas.Executor/Execute&289,workload-3932659271331462084,true,0,21569,262435,202023,4367,87
1690621788188369547,/faas.Executor/Execute&89,workload-6651906046601170254,true,1,11248,188888,407071,5867,62
1690621788190390514,/faas.Executor/Execute&411,workload-8719624658068276530,true,0,12455,227308,367152,4837,64
1690621788190687553,/faas.Executor/Execute&269,workload-4859091848147016818,true,0,13944,247975,347167,4806,64
1690621788191807888,/faas.Executor/Execute&173,workload-5996941084000366420,true,0,16681,318093,270181,5492,74
1690621788193006790,/faas.Executor/Execute&295,workload-8822531752121016104,true,1,22743,366395,199515,4895,118
1690621788193784652,/faas.Executor/Execute&488,workload-9062558601085271061,true,0,7440,48121,554387,4811,57
